|city_clear|ru_names|ru_names2|ru_names3
5320|пермь|пермь|пермь|пермь
5321|петербург|петербург|петербург|петербург
5322|петровский|петровский|петровский|петровский
5323|петрозаводск|петрозаводск|петрозаводск|петрозаводск
5324|петропавловск камчатский|петропавловск камчатский|петропавловск камчатский|петропавловск камчатский
5325|петропавловск-Камчатский|петропавловск-Камчатский|петропавловск-Камчатский|петропавловск-Камчатский
5326|петропавловск-камчатский|петропавловск-камчатский|петропавловск-камчатский|петропавловск-камчатский
5327|питер|питер|питер|питер
5328|планета земля|планета земля|планета земля|планета земля
5329|плесецк|плесецк|плесецк|плесецк
5330|повсеместно|повсеместно|повсеместно|повсеместно
5331|подольск|подольск|подольск|подольск
5332|полевской|полевской|полевской|полевской
5333|полярные зори (Мурманская область)|полярные зори Мурманская область|полярные зори |полярные зори 
5334|поронайск|поронайск|поронайск|поронайск
5335|порхов|порхов|порхов|порхов
5336|пос Красково|пос Красково|пос Красково|пос Красково
5337|пос. Ватутинки Московской области|пос. Ватутинки Московской области|пос. Ватутинки асти|пос. Ватутинки асти
5338|пос. Власиха|пос. Власиха|пос. Власиха|пос. Власиха
5339|пос. Высокий|пос. Высокий|пос. Высокий|пос. Высокий
5340|пос. Горный Забайкальского края|пос. Горный Забайкальского края|пос. Горный Забайкальского края|пос. Горный Забайкальского края
5341|пос. Ермолино|пос. Ермолино|пос. Ермолино|пос. Ермолино
5342|пос. Ильинский|пос. Ильинский|пос. Ильинский|пос. Ильинский
5343|пос. Лесной|пос. Лесной|пос. Лесной|пос. Лесной
5344|пос. Лесные поляны|пос. Лесные поляны|пос. Лесные поляны|пос. Лесные поляны
5345|пос. Октябрьский|пос. Октябрьский|пос. Октябрьский|пос. Октябрьский
5346|пос. Октябрьский Люберецкого района МО.|пос. Октябрьский Люберецкого района МО.|пос. Октябрьский а .|пос. Октябрьский а .
5347|пос. Первомайск Мотыгинского района (Красноярский край)|пос. Первомайск Мотыгинского района Красноярский край|пос. Первомайск а Красноярский край|пос. Первомайск а Красноярский край
5348|пос. Правдинский|пос. Правдинский|пос. Правдинский|пос. Правдинский
5349|пос. Ржавки (Москва)|пос. Ржавки Москва|пос. Ржавки Москва|пос. Ржавки Москва
5350|пос. Усть-Ордынский, Иркутская область|пос. Усть-Ордынский Иркутская область|пос. Усть-Ордынский |пос. Усть-Ордынский 
5351|пос. Черкизово|пос. Черкизово|пос. Черкизово|пос. Черкизово
5352|пос. Шишкин лес|пос. Шишкин лес|пос. Шишкин лес|пос. Шишкин лес
5353|пос.Калининец Московская обл. Наро-Фоминский р-н|пос.Калининец Московская обл. Наро-Фоминский р-н|пос.Калининец . Наро-Фоминский |пос.Калининец . Наро-Фоминский 
5354|пос.Правдинский|пос.Правдинский|пос.Правдинский|пос.Правдинский
5355|пос.Развилка Московская обл.|пос.Развилка Московская обл.|пос.Развилка .|пос.Развилка .
5356|пос.Фряново|пос.Фряново|пос.Фряново|пос.Фряново
5357|пос.мостовской|пос.мостовской|пос.мостовской|пос.мостовской
5358|поселок Биокомбината|поселок Биокомбината|поселок Биокомбината|поселок Биокомбината
5359|поселок Большеречье|поселок Большеречье|поселок Большеречье|поселок Большеречье
5360|поселок Горки-10|поселок Горки-10|поселок Горки-10|поселок Горки-10
5361|поселок Зверосовхоз|поселок Зверосовхоз|поселок Зверосовхоз|поселок Зверосовхоз
5362|поселок Киевский|поселок Киевский|поселок Киевский|поселок Киевский
5363|поселок Нейво-Рудянка|поселок Нейво-Рудянка|поселок Нейво-Рудянка|поселок Нейво-Рудянка
5364|поселок Новосергиевка|поселок Новосергиевка|поселок Новосергиевка|поселок Новосергиевка
5365|поселок Черкизово|поселок Черкизово|поселок Черкизово|поселок Черкизово
5366|поселок Юбилейный|поселок Юбилейный|поселок Юбилейный|поселок Юбилейный
5367|поселок горбунки|поселок горбунки|поселок горбунки|поселок горбунки
5368|поселок имени Воровского|поселок имени Воровского|поселок имени Воровского|поселок имени Воровского
5369|поселок при станции Качалино|поселок при станции Качалино|поселок при станции Качалино|поселок при станции Качалино
5370|поселок совхоза Останкино|поселок совхоза Останкино|поселок совхоза Останкино|поселок совхоза Останкино
5371|посёлок Одоев|посёлок Одоев|посёлок Одоев|посёлок Одоев
5372|посёлок Романовка Всеволожский район|посёлок Романовка Всеволожский район|посёлок Романовка |посёлок Романовка 
5373|приморский край|приморский край|приморский край|приморский край
5374|приозерск|приозерск|приозерск|приозерск
5375|прокопьевск|прокопьевск|прокопьевск|прокопьевск
5376|пролетарск|пролетарск|пролетарск|пролетарск
5377|псков|псков|псков|псков
5378|псковская область|псковская область||
5379|пушкин|пушкин|пушкин|пушкин
5380|пушкино|пушкино|пушкино|пушкино
5381|пятигорск|пятигорск|пятигорск|пятигорск
5382|р-н Кайеркан|р-н Кайеркан| Кайеркан| Кайеркан
5383|р.п. Емельяново, Красноярский край|р.п. Емельяново Красноярский край|р.п. Емельяново Красноярский край|р.п. Емельяново Красноярский край
5384|р.п. Излучинск, Нижневартовского района, ХМАО|р.п. Излучинск Нижневартовского района ХМАО|р.п. Излучинск а |р.п. Излучинск а 
5385|р.п. Линево|р.п. Линево|р.п. Линево|р.п. Линево
5386|р.п. Линево (Новосибирская область)|р.п. Линево Новосибирская область|р.п. Линево |р.п. Линево 
5387|р.п. ПЛЕСЕЦК|р.п. ПЛЕСЕЦК|р.п. К|р.п. К
5388|р.п. Романовка (Саратовская область)|р.п. Романовка Саратовская область|р.п. Романовка |р.п. Романовка 
5389|р.п. Рудня, Волгоградская обл.|р.п. Рудня Волгоградская обл.|р.п. Рудня .|р.п. Рудня .
5390|р.п. Сузун|р.п. Сузун|р.п. Сузун|р.п. Сузун
5391|р.п. Таловая, Воронежской области|р.п. Таловая Воронежской области|р.п. Таловая асти|р.п. Таловая асти
5392|р.п. Тамала Пензенская область|р.п. Тамала Пензенская область|р.п. Тамала |р.п. Тамала 
5393|р.п.Екатериновка Саратовской области|р.п.Екатериновка Саратовской области|р.п.Екатериновка асти|р.п.Екатериновка асти
5394|р.п.Земетчино Пензенской области|р.п.Земетчино Пензенской области|р.п.Земетчино асти|р.п.Земетчино асти
5395|р.п.Линево|р.п.Линево|р.п.Линево|р.п.Линево
5396|р.п.Черлак|р.п.Черлак|р.п.Черлак|р.п.Черлак
5397|р/п Татищево|р  п Татищево|р  п Татищево|р  п Татищево
5398|радужный|радужный|радужный|радужный
5399|рай Ханты-Мансийский Автономный округ|рай Ханты-Мансийский Автономный округ|рай Ханты-Мансийский Автономный округ|рай Ханты-Мансийский Автономный округ
5400|раменское|раменское|раменское|раменское
5401|раменское (Москва и область)|раменское Москва и область|раменское Москва |раменское Москва 
5402|рамиль, Свердловская область|рамиль Свердловская область|рамиль |рамиль 
5403|рамонь|рамонь|рамонь|рамонь
5404|расногорск Московской обл.|расногорск Московской обл.|расногорск .|расногорск .
5405|раснодар|краснодар|краснодар|краснодар
5406|раснотурьинск Свердловская область|раснотурьинск Свердловская область|раснотурьинск |раснотурьинск 
5407|ратск|ратск|ратск|ратск
5408|рел|рел|рел|рел
5409|республика Татарстан Лениногорск|республика Татарстан Лениногорск|республика Татарстан Лениногорск|республика Татарстан Лениногорск
5410|республика башкортостан|республика башкортостан|республика башкортостан|республика башкортостан
5411|реутов|реутов|реутов|реутов
5412|рехово_зуево|рехово_зуево|рехово_зуево|рехово_зуево
5413|ркутск|иркутск|иркутск|иркутск
5414|роицк|роицк|роицк|роицк
5415|роицк, Москвовской обл.|троицк Московской обл.|троицк .|троицк .
5416|ронницы Московская обл.|ронницы Московская обл.|ронницы .|ронницы .
5417|рославль|рославль|рославль|рославль
5418|россия|россия|россия|россия
5419|россошь|россошь|россошь|россошь
5420|росто-на-дону|росто-на-дону|росто-на-дону|росто-на-дону
5421|ростов|ростов|ростов|ростов
5422|ростов на дону|ростов на дону|ростов на дону|ростов на дону
5423|ростов на-дону|ростов на-дону|ростов на-дону|ростов на-дону
5424|ростов ярославский|ростов ярославский|ростов ярославский|ростов ярославский
5425|ростов-на-Дону|ростов-на-Дону|ростов-на-Дону|ростов-на-Дону
5426|ростов-на-дону|ростов-на-дону|ростов-на-дону|ростов-на-дону
5427|рп Горный|рп Горный|рп Горный|рп Горный
5428|рп. Глушково, Курская область|рп. Глушково Курская область|рп. Глушково |рп. Глушково 
5429|ртем Приморского края|артем Приморского края|артем Приморского края|артем Приморского края
5430|ртищево|ртищево|ртищево|ртищево
5431|рубцовск|рубцовск|рубцовск|рубцовск
5432|рыбинск|рыбинск|рыбинск|рыбинск
5433|рязанская область р.п. шилово|рязанская область р.п. шилово| р.п. шилово| р.п. шилово
5434|рязань|рязань|рязань|рязань
5435|с Екатериновка, Сальский р-н (Ростовская область)|с Екатериновка Сальский р-н Ростовская область|с Екатериновка Сальский  |с Екатериновка Сальский  
5436|с Починки (Нижний Новгород)|с Починки Нижний Новгород|с Починки Нижний Новгород|с Починки Нижний Новгород
5437|с,Юмагузино|с Юмагузино|с Юмагузино|с Юмагузино
5438|с-петербург|с-петербург|с-петербург|с-петербург
5439|с. Александровское|с. Александровское|с. Александровское|с. Александровское
5440|с. Белая Глина|с. Белая Глина|с. Белая Глина|с. Белая Глина
5441|с. Богучаны|с. Богучаны|с. Богучаны|с. Богучаны
5442|с. Большая Черниговка, Самарской области|с. Большая Черниговка Самарской области|с. Большая Черниговка асти|с. Большая Черниговка асти
5443|с. Величаевское|с. Величаевское|с. Величаевское|с. Величаевское
5444|с. Власовка, Грибановского р-на Воронежской обл.|с. Власовка Грибановского р-на Воронежской обл.|с. Власовка Грибановского а .|с. Власовка Грибановского а .
5445|с. Греческое|с. Греческое|с. Греческое|с. Греческое
5446|с. Дивеево Нижегородской области|с. Дивеево Нижегородской области|с. Дивеево асти|с. Дивеево асти
5447|с. Жутово 1 - е октябрьский район волгоградская область|с. Жутово 1 - е октябрьский район волгоградская область|с. Жутово 1 - е  |с. Жутово 1 - е  
5448|с. Кинель-Черкассы, Самарской  области (Самара)|с. Кинель-Черкассы Самарской  области Самара|с. Кинель-Черкассы Самарской  асти Самара|с. Кинель-Черкассы Самарской  асти Самара
5449|с. Кожевниково Томской области|с. Кожевниково Томской области|с. Кожевниково асти|с. Кожевниково асти
5450|с. Лакомая Буда|с. Лакомая Буда|с. Лакомая Буда|с. Лакомая Буда
5451|с. Майма|с. Майма|с. Майма|с. Майма
5452|с. Манилы|с. Манилы|с. Манилы|с. Манилы
5453|с. Михайловское|с. Михайловское|с. Михайловское|с. Михайловское
5454|с. Мужи, Ямало-Ненецкий округ|с. Мужи Ямало-Ненецкий округ|с. Мужи Ямало-Ненецкий округ|с. Мужи Ямало-Ненецкий округ
5455|с. Мурсаликино|с. Мурсаликино|с. Мурсаликино|с. Мурсаликино
5456|с. Новичиха (Москва)|с. Новичиха Москва|с. Новичиха Москва|с. Новичиха Москва
5457|с. Новодугино|с. Новодугино|с. Новодугино|с. Новодугино
5458|с. Озерецкое (Дмитров)|с. Озерецкое Дмитров|с. Озерецкое Дмитров|с. Озерецкое Дмитров
5459|с. Пашково|с. Пашково|с. Пашково|с. Пашково
5460|с. Перемышль Калужской области|с. Перемышль Калужской области|с. Перемышль асти|с. Перемышль асти
5461|с. Песчанокопское|с. Песчанокопское|с. Песчанокопское|с. Песчанокопское
5462|с. Петропавловское|с. Петропавловское|с. Петропавловское|с. Петропавловское
5463|с. Псынабо|с. Псынабо|с. Псынабо|с. Псынабо
5464|с. Саввушка Змеиногорского р-на|с. Саввушка Змеиногорского р-на|с. Саввушка Змеиногорского а|с. Саввушка Змеиногорского а
5465|с. Сакмара|с. Сакмара|с. Сакмара|с. Сакмара
5466|с. Троицкое|с. Троицкое|с. Троицкое|с. Троицкое
5467|с. Тупик Тунгиро-Олекминского р-на Забайкальского края|с. Тупик Тунгиро-Олекминского р-на Забайкальского края|с. Тупик Тунгиро-Олекминского а Забайкальского края|с. Тупик Тунгиро-Олекминского а Забайкальского края
5468|с. Усть-кулом|с. Усть-кул|с. Усть-кул|с. Усть-кул
5469|с. Фершампенуаз, (Челябинская область)|с. Фершампенуаз Челябинская область|с. Фершампенуаз |с. Фершампенуаз 
5470|с. Хурба-2|с. Хурба-2|с. Хурба-2|с. Хурба-2
5471|с. Чугуевка, Приморский край|с. Чугуевка Приморский край|с. Чугуевка Приморский край|с. Чугуевка Приморский край
5472|с. Шипуново Алтайский край (Барнаул)|с. Шипуново Алтайский край Барнаул|с. Шипуново Алтайский край Барнаул|с. Шипуново Алтайский край Барнаул
5473|с. агинское красноярский край|с. агинское красноярский край|с. агинское красноярский край|с. агинское красноярский край
5474|с. гагино|с. гагино|с. гагино|с. гагино
5475|с. ржевка|с. ржевка|с. ржевка|с. ржевка
5476|с.Актаныш|с.Актаныш|с.Актаныш|с.Актаныш
5477|с.Алабушево Солнечногрский р-он. М.О.|с.Алабушево Солнечногрский р-он. М.О.|с.Алабушево Солнечногрский р-он. М.О.|с.Алабушево Солнечногрский р-он. М.О.
5478|с.Анучино|с.Анучино|с.Анучино|с.Анучино
5479|с.Аскарово, Абзелиловский район|с.Аскарово Абзелиловский район|с.Аскарово |с.Аскарово 
5480|с.Берёзово|с.Берёзово|с.Берёзово|с.Берёзово
5481|с.Бея|с.Бея|с.Бея|с.Бея
5482|с.Бижбуляк|с.Бижбуляк|с.Бижбуляк|с.Бижбуляк
5483|с.Варна|с.Варна|с.Варна|с.Варна
5484|с.Волчиха Волчихинский район Алтайский край|с.Волчиха Волчихинский район Алтайский край|с.Волчиха  Алтайский край|с.Волчиха  Алтайский край
5485|с.Вольно -Надеждинское, Приморский край|с.Вольно -Надеждинское Приморский край|с.Вольно -Надеждинское Приморский край|с.Вольно -Надеждинское Приморский край
5486|с.Головино, Шарьинский р-н,Костромская область|с.Головино Шарьинский р-н Костромская область|с.Головино Шарьинский  |с.Головино Шарьинский  
5487|с.Доброе, Грайворонского района (Белгородская область)|с.Доброе Грайворонского района Белгородская область|с.Доброе а |с.Доброе а 
5488|с.Епишино Красноярский край|с.Епишино Красноярский край|с.Епишино Красноярский край|с.Епишино Красноярский край
5489|с.Зимовники Ростовская область|с.Зимовники Ростовская область|с.Зимовники |с.Зимовники 
5490|с.Ильинско-Подомское (Архангельская область)|с.Ильинско-Подомское Архангельская область|с.Ильинско-Подомское |с.Ильинско-Подомское 
5491|с.Инясево|с.Инясево|с.Инясево|с.Инясево
5492|с.Камень-Рыболов|с.Камень-Рыболов|с.Камень-Рыболов|с.Камень-Рыболов
5493|с.Камышла Самарская область|с.Камышла Самарская область|с.Камышла |с.Камышла 
5494|с.Кочубеевское|с.Кочубеевское|с.Кочубеевское|с.Кочубеевское
5495|с.Криводановка Новосибирской области|с.Криводановка Новосибирской области|с.Криводановка асти|с.Криводановка асти
5496|с.Куриловка Вольский р-н Саратовская область|с.Куриловка Вольский р-н Саратовская область|с.Куриловка Вольский  |с.Куриловка Вольский  
5497|с.Неверовка Таврического района Омской области|с.Неверовка Таврического района Омской области|с.Неверовка а асти|с.Неверовка а асти
5498|с.Непецино Коломенский район Московской области (Москва и область)|с.Непецино Коломенский район Московской области Москва и область|с.Непецино  асти Москва |с.Непецино  асти Москва 
5499|с.Павловка|с.Павловка|с.Павловка|с.Павловка
5500|с.Парабель|с.Парабель|с.Парабель|с.Парабель
5501|с.Первомайское Томской области|с.Первомайское Томской области|с.Первомайское асти|с.Первомайское асти
5502|с.Перхушково|с.Перхушково|с.Перхушково|с.Перхушково
5503|с.Протасово, Озерского р-на Мос.обл|с.Протасово Озерского р-на Мос.обл|с.Протасово Озерского а Мос.|с.Протасово Озерского а Мос.
5504|с.Пычас|с.Пычас|с.Пычас|с.Пычас
5505|с.Раевский|с.Раевский|с.Раевский|с.Раевский
5506|с.Соболох|с.Соболох|с.Соболох|с.Соболох
5507|с.Солонешное|с.Солонешное|с.Солонешное|с.Солонешное
5508|с.Софьино|с.Софьино|с.Софьино|с.Софьино
5509|с.Тербуны Липецкая область|с.Тербуны ​​Липецкая область|с.Тербуны ​​|с.Тербуны ​​
5510|с.Топольное|с.Топольное|с.Топольное|с.Топольное
5511|с.Турочак|с.Турочак|с.Турочак|с.Турочак
5512|с.Усть-Цильма|с.Усть-Цильма|с.Усть-Цильма|с.Усть-Цильма
5513|с.Эссо|с.Эссо|с.Эссо|с.Эссо
5514|с.петербург|с.петербург|с.петербург|с.петербург
5515|с.стерлибашево|с.стерлибашево|с.стерлибашево|с.стерлибашево
5516|сАНКТ пЕТЕРБУРГ|сАНКТ пЕТЕРБУРГ|с п|с п
5517|салават|салават|салават|салават
5518|салехард|салехард|салехард|салехард
5519|сальск|сальск|сальск|сальск
5520|самара|самара|самара|самара
5521|самара, доп.офис на Полевой|самара доп.офис на Полевой|самара доп.офис на Полевой|самара доп.офис на Полевой
5522|самый лучший город на земле|самый лучший город на земле|самый лучший город на земле|самый лучший город на земле
5523|санк|санк|санк|санк
5524|санк-петерберг|санкт-петербург|санкт-петербург|санкт-петербург
5525|санкпетербург|санкт петербург|санкт петербург|санкт петербург
5526|санкт  петербург|санкт петербург|санкт петербург|санкт петербург
5527|санкт - петербург|санкт - петербург|санкт - петербург|санкт - петербург
5528|санкт -петербург|санкт -петербург|санкт -петербург|санкт -петербург
5529|санкт 2петербург|санкт петербург|санкт петербург|санкт петербург
5530|санкт Петербург|санкт Петербург|санкт Петербург|санкт Петербург
5531|санкт петербург|санкт петербург|санкт петербург|санкт петербург
5532|санкт- петербург|санкт- петербург|санкт- петербург|санкт- петербург
5533|санкт-Петербург|санкт-Петербург|санкт-Петербург|санкт-Петербург
5534|санкт-петербург|санкт-петербург|санкт-петербург|санкт-петербург
5535|санкт-петербург (Санкт-Петербург и область)|санкт-петербург Санкт-Петербург и область|санкт-петербург Санкт-Петербург |санкт-петербург Санкт-Петербург 
5536|санкт-петербург,комендатский 12|санкт-петербург комендатский 12|санкт-петербург комендатский 12|санкт-петербург комендатский 12
5537|санкт-петербурга|санкт-петербурга|санкт-петербурга|санкт-петербурга
5538|санкт0петербург|санкт0петербург|санкт0петербург|санкт0петербург
5539|санкт–петербург|санкт-петербург|санкт-петербург|санкт-петербург
5540|сарапул (Удмуртская республика)|сарапул Удмуртская республика|сарапул Удмуртская республика|сарапул Удмуртская республика
5541|саратов|саратов|саратов|саратов
5542|сатка|сатка|сатка|сатка
5543|сафоново|сафоново|сафоново|сафоново
5544|саяногорск|саяногорск|саяногорск|саяногорск
5545|саянск|саянск|саянск|саянск
5546|северобайкальск|северобайкальск|северобайкальск|северобайкальск
5547|северодвинск|северодвинск|северодвинск|северодвинск
5548|североморск|североморск|североморск|североморск
5549|северск|северск|северск|северск
5550|северск томской области|северск томской области|северск асти|северск асти
5551|сейчас|сейчас|сейчас|сейчас
5552|село Актаныш|село Актаныш|село Актаныш|село Актаныш
5553|село Безопасное|село Безопасное|село Безопасное|село Безопасное
5554|село Благодатное|село Благодатное|село Благодатное|село Благодатное
5555|село Боровиха|село Боровиха|село Боровиха|село Боровиха
5556|село Буздяк (Республика Башкортостан)|село Буздяк Республика Башкортостан|село Буздяк Республика Башкортостан|село Буздяк Республика Башкортостан
5557|село Вперед|село Вперед|село Вперед|село Вперед
5558|село Иглино|село Иглино|село Иглино|село Иглино
5559|село Кочубеевское Ставропольского края|село Кочубеевское Ставропольского края|село Кочубеевское Ставропольского края|село Кочубеевское Ставропольского края
5560|село Курья|село Курья|село Курья|село Курья
5561|село Маршанское (Новосибирская область)|село Маршанское Новосибирская область|село Маршанское |село Маршанское 
5562|село Старая Полтавка|село Старая Полтавка|село Старая Полтавка|село Старая Полтавка
5563|село Частые, Пермский край|село Частые Пермский край|село Частые Пермский край|село Частые Пермский край
5564|село Черемное (Барнаул)|село Черемное Барнаул|село Черемное Барнаул|село Черемное Барнаул
5565|село верхний услон|село верхний услон|село верхний услон|село верхний услон
5566|село кабардинка (Краснодарский край)|село кабардинка Краснодарский край|село кабардинка Краснодарский край|село кабардинка Краснодарский край
5567|село троицкое|село троицкое|село троицкое|село троицкое
5568|семилуки|семилуки|семилуки|семилуки
5569|сергиев посад|сергиев посад|сергиев посад|сергиев посад
5570|серпухов|серпухов|серпухов|серпухов
5571|сл. Б. Мартыновка (Ростовская область)|сл. Б. Мартыновка Ростовская область|сл. Б. Мартыновка |сл. Б. Мартыновка 
5572|сланцы|сланцы|сланцы|сланцы
5573|смоленск|смоленск|смоленск|смоленск
5574|смоленская обл., г.десногорск|смоленская обл. г.десногорск|. г.десногорск|. г.десногорск
5575|собинка|собинка|собинка|собинка
5576|советск|советск|советск|советск
5577|советская|советская|советская|советская
5578|сокол вологодской области|сокол вологодской области|сокол асти|сокол асти
5579|соликамск|соликамск|соликамск|соликамск
5580|сосновый бор|сосновый бор|сосновый бор|сосновый бор
5581|сочи|сочи|сочи|сочи
5582|спб|спб|спб|спб
5583|ст Брюховецкая Краснодарский край|ст Брюховецкая Краснодарский край|ст Брюховецкая Краснодарский край|ст Брюховецкая Краснодарский край
5584|ст Новоалексеевская|ст Новоалексеевская|ст Новоалексеевская|ст Новоалексеевская
5585|ст-ца Ессентукская|ст-ца Ессентукская|ст-ца Ессентукская|ст-ца Ессентукская
5586|ст-ца Советская|ст-ца Советская|ст-ца Советская|ст-ца Советская
5587|ст. Алексеевская|ст. Алексеевская|ст. Алексеевская|ст. Алексеевская
5588|ст. Динская|ст. Динская|ст. Динская|ст. Динская
5589|ст. Октябрьская|ст. Октябрьская|ст. Октябрьская|ст. Октябрьская
5590|ст. Отрадная (Краснодарский край)|ст. Отрадная Краснодарский край|ст. Отрадная Краснодарский край|ст. Отрадная Краснодарский край
5591|ст. Старощербиновская|ст. Старощербиновская|ст. Старощербиновская|ст. Старощербиновская
5592|ст. Стодеревская|ст. Стодеревская|ст. Стодеревская|ст. Стодеревская
5593|ст. клетская|ст. клетская|ст. клетская|ст. клетская
5594|ст.Выселки|ст.Выселки|ст.Выселки|ст.Выселки
5595|ст.Каневская|ст.Каневская|ст.Каневская|ст.Каневская
5596|ст.Кумылженская|ст.Кумылженская|ст.Кумылженская|ст.Кумылженская
5597|ст.Куринская Апшеронского района Краснодарского края (Краснодар)|ст.Куринская Апшеронского района Краснодарского края Краснодар|ст.Куринская а Краснодарского края Краснодар|ст.Куринская а Краснодарского края Краснодар
5598|ст.Кущёвская, Краснодарский край|ст.Кущёвская Краснодарский край|ст.Кущёвская Краснодарский край|ст.Кущёвская Краснодарский край
5599|ст.Новотитаровская|ст.Новотитаровская|ст.Новотитаровская|ст.Новотитаровская
5600|ст.Обливская|ст.Обливская|ст.Обливская|ст.Обливская
5601|ст.Октябрьская|ст.Октябрьская|ст.Октябрьская|ст.Октябрьская
5602|ст.Северская Краснодарский край|ст.Северская Краснодарский край|ст.Северская Краснодарский край|ст.Северская Краснодарский край
5603|ст.Сергиевская|ст.Сергиевская|ст.Сергиевская|ст.Сергиевская
5604|ст.михайловская курганинский район|ст.михайловская курганинский район|ст.михайловская |ст.михайловская 
5605|ст.советская|ст.советская|ст.советская|ст.советская
5606|ставрополь|ставрополь|ставрополь|ставрополь
5607|станица Ессентукская|станица Ессентукская|станица Ессентукская|станица Ессентукская
5608|станица Ессентукская, Ставропольский край|станица Ессентукская Ставропольский край|станица Ессентукская Ставропольский край|станица Ессентукская Ставропольский край
5609|станица Каневская|станица Каневская|станица Каневская|станица Каневская
5610|станица Кущевская, Краснодарский край|станица Кущевская Краснодарский край|станица Кущевская Краснодарский край|станица Кущевская Краснодарский край
5611|станица Романовская|станица Романовская|станица Романовская|станица Романовская
5612|станица Северская|станица Северская|станица Северская|станица Северская
5613|станица Советская|станица Советская|станица Советская|станица Советская
5614|станица Успенская Краснодарский край|станица Успенская Краснодарский край|станица Успенская Краснодарский край|станица Успенская Краснодарский край
5615|старый оскол|старый оскол|старый оскол|старый оскол
5616|старый оскол белгородской области|старый оскол белгородской области|старый оскол асти|старый оскол асти
5617|стерлитамак|стерлитамак|стерлитамак|стерлитамак
5618|страхань|астрахань|астрахань|астрахань
5619|ступино|ступино|ступино|ступино
5620|сть-Илимск,Иркутской области|усть-Илимск Иркутской области|усть-Илимск асти|усть-Илимск асти
5621|сургут|сургут|сургут|сургут
5622|сухой лог|сухой лог|сухой лог|сухой лог
5623|сухой лог,свердловская область|сухой лог свердловская область|сухой лог |сухой лог 
5624|сходня|сходня|сходня|сходня
5625|сызрань|сызрань|сызрань|сызрань
5626|сыктывкар|сыктывкар|сыктывкар|сыктывкар
5627|тавричанка (Владивосток)|тавричанка Владивосток|тавричанка Владивосток|тавричанка Владивосток
5628|таганрог|таганрог|таганрог|таганрог
5629|тамбов|тамбов|тамбов|тамбов
5630|тарко-сале|тарко-сало|тарко-сало|тарко-сало
5631|тарко-сале (Ямало-Ненецкий автономный округ)|тарко-сале Ямало-Ненецкий автономный округ|тарко-сале Ямало-Ненецкий автономный округ|тарко-сале Ямало-Ненецкий автономный округ
5632|тверь|тверь|тверь|тверь
5633|тверь - москва - тверь|тверь - москва - тверь|тверь - москва - тверь|тверь - москва - тверь
5634|те|те|те|те
5635|темрюк|темрюк|темрюк|темрюк
5636|теньгушево|теньгушево|теньгушево|теньгушево
5637|терлитамак|стерлитамак|стерлитамак|стерлитамак
5638|тимашевск|тимашевск|тимашевск|тимашевск
5639|тихорецк|тихорецк|тихорецк|тихорецк
5640|тобольск|тобольск|тобольск|тобольск
5641|тогучин|тогучин|тогучин|тогучин
5642|тольятти|тольятти|тольятти|тольятти
5643|томск|томск|томск|томск
5644|томск (Новосибирск)|томск Новосибирск|томск Новосибирск|томск Новосибирск
5645|томск (Саратов)|томск Саратов|томск Саратов|томск Саратов
5646|топчиха|топчиха|топчиха|топчиха
5647|тоть|тоть|тоть|тоть
5648|традный|традный|традный|традный
5649|традный самарская область|традный самарская область|традный |традный 
5650|трёхгорный|трёхгорный|трёхгорный|трёхгорный
5651|туапсе|туапсе|туапсе|туапсе
5652|туймазы|туймазы|туймазы|туймазы
5653|тула|тула|тула|тула
5654|тула-москва|тула-москва|тула-москва|тула-москва
5655|тюмень|тюмень|тюмень|тюмень
5656|убна, Московская обл.|убна Московская обл.|убна .|убна .
5657|удомля|удомля|удомля|удомля
5658|ужур красноярский край|ужур красноярский край|ужур красноярский край|ужур красноярский край
5659|уй|уй|уй|уй
5660|уй.Костромская область|уй.Костромская область|уй.|уй.
5661|уймазы|уймазы|уймазы|уймазы
5662|уковский|уковский|уковский|уковский
5663|ула|ул|ул|ул
