|city_clear|ru_names
4204|Тюмен|Тюмень
4205|Тюменская обл.|
4206|Тюменская обл. с. Викулово| Викулово
4207|Тюменская область|
4208|Тюменская область г.Советский| Советский
4209|Тюменская область ишим (Республика Саха (Якутия))|Ишим Якутия
4210|Тюменская область, с. Викулово| Викулово
4211|Тюменский район|
4212|Тюмень|Тюмень
4213|Тюмень (Воркута)|Тюмень Воркута
4214|Тюмень (Москва)|Тюмень Москва
4215|Тюмень (Республика Саха (Якутия))|Тюмень Якутия
4216|Тюмень (Ставрополь)|Тюмень Ставрополь
4217|Тюмень (Тында)|Тюмень Тында 
4218|Тюмень (Тюменская область)|Тюмень
4219|Тюмень - Москва|Тюмень - Москва
4220|Тёмкино|Тёмкин
4221|У-я|У-Я
4222|УЛан-Удэ|Улан-Удэ
4223|УР|Ур
4224|УССУРИЙСК|Уссурийск
4225|УФА| Уфа
4226|УФа|Уфа
4227|Ува|Ува
4228|Уварово|Уварово
4229|Уват|Уват
4230|Углич|Углич
4231|Угловское|Угловское
4232|Удачный-Москва (Республика Саха (Якутия))|Удачный-Москва Якутия 
4233|Удельная|Удельная
4234|Удмуртские Ключи|Удмуртские Ключи
4235|Удомля|Удомля
4236|Удомля (Тверская обл.)|Удомля
4237|Ужур|Ужур
4238|Узловая|Узловая
4239|Узловая (Тульская обл.)|Узловая 
4240|Узловая, Тульская бласть|Узловая 
4241|Уйское|Уйское
4242|Украина (Москва)|Украина Москва
4243|Украина п.Новотроицкое|Украина П.Новотроицкое
4244|Украина, Николаев (Москва)|Украина Николаев Москва
4245|Улан Удэ|Улан Удэ
4246|Улан-Уде|Улан-Удэ
4247|Улан-Удэ|Улан-Удэ
4248|Улан-Удэ (Республика Бурятия)|Улан-Удэ 
4249|Улан-Удэ г|Улан-Удэ Г
4250|Улан-Удэ пос.Сосновый Бор|Улан-Удэ Пос.Сосновый Бор
4251|Улан-удэ|Улан-Удэ
4252|Ульяновк|Ульяновка
4253|Ульяновка|Ульяновка
4254|Ульяновск|Ульяновск
4255|Ульяновск (Москва)|Ульяновск Москва 
4256|Ульяновск (Самара)|Ульяновск Самара 
4257|Ульяновск (Тверь)|Ульяновск Тверь 
4258|Ульяновск (Ульяновская область)|Ульяновск 
4259|Ульяновск - Москва|Ульяновск - Москва
4260|Ульяновск, С.Петерпург|Ульяновск С.Петербург
4261|Ульяновская обл|
4262|Ульяновская область (Ульяновск)| Ульяновск 
4263|Ульяновская область г. Димитровград| Г. Димитровград
4264|Ульяновская область, р.п. Чердаклы|Р.П. Чердаклы
4265|Ульяяновск|Ульяновск
4266|Унеча|Унеча
4267|Унеча  Брянской области|Унеча Асти
4268|Унеча (Брянская обл.)|Унеча 
4269|Унеча Брянская область|Унеча
4270|УрФО|Урфо
4271|Урай|Урай
4272|Урай, ХМАО|Урай Хмао
4273|Урмары|Урмары
4274|Урус-Мартан|Урус-Мартан
4275|Уруссу|Уруссу
4276|Урюпинск|Урюпинск
4277|Урюпинск (Волгоградская область)|Урюпинск
4278|Урюпинск (Ставрополь)|Урюпинск Ставрополь
4279|Урюпинск, Москва|Урюпинск Москва
4280|Усинск|Усинск
4281|Усинск (Республика Коми)|Усинск 
4282|Усинск КОМИ|Усинск Коми
4283|Усинск Республика Коми|Усинск 
4284|Усмань|Усмань
4285|Усмань (Липецкая обл.)|Усмань
4286|Усово|Усово
4287|Усолье|Усолье
4288|Усолье - Сибирское|Усолье - Сибирское
4289|Усолье- Сибирское, Санкт-Петербург|Усольэ Сибирское Санкт-Петербург
4290|Усолье-Сибирское|Усолье-Сибирское
4291|Усолье-Сибирское, Ангарск|Усолье-Сибирское Ангарск
4292|Усолье-сибисркое|Усолье-Сибирское
4293|Уссурийск|Уссурийск
4294|Уссурийск (Невинномысск)|Уссурийск Невинномысск
4295|Уссурийск (Приморский край)|Уссурийск 
4296|Уссурийск, Приморского края|Уссурийск Приморского Края
4297|Усть - Илимск|Усть - Илимск
4298|Усть - Кут|Усть - Кут
4299|Усть Лабинск|Усть Лабинск
4300|Усть-Илимск|Усть-Илимск
4301|Усть-Илимск (Братск)|Усть-Илимск Братск
4302|Усть-Катав|Усть-Катав
4303|Усть-Катав г|Усть-Катав Г
4304|Усть-Катав, Челябинской обл.|Усть-Катав
4305|Усть-Качка|Усть-Качка
4306|Усть-Кут|Усть-Кут
4307|Усть-Кут (Иркутская обл.)|Усть-Кут 
4308|Усть-Лабинск|Усть-Лабинск
4309|Усть-Лабинск, Краснодарского края.|Усть-Лабинск Краснодарского Края.
4310|Усть-Нера,Якутия|Усть-Нера Якутия
4311|Усть-илимск|Усть-Илимск
4312|Усть-кут|Усть-Кут
4313|Устюжна|Устюжна
4314|Утрехт|Утрехт
4315|Уфа|Уфа
4316|Уфа (Москва)|Уфа Москва
4317|Уфа (Республика Башкортостан)|Уфа 
4318|Уфа (Самара)|Уфа Самара
4319|Уфа (Стерлитамак)|Уфа Стерлитамак
4320|Уфа (Ульяновск)|Уфа Ульяновск
4321|Уфа (Уфа)|Уфа Уфа
4322|Уфа Респ.Башкортостан|Уфа Респ.Башкортостан
4323|Уфа г|Уфа Г
4324|Уфа и Туймазы (Уфа)|Уфа И Туймазы Уфа
4325|Уфа, Кировский район, улица Кирова, 34|Уфа Кирова
4326|Уфа, Первомайская 30|Уфа Первомайская
4327|Уфа, Республика Башкортостан|Уфа 
4328|Уфа-Кстово-Тобольск (Уфа)|Уфа-Кстово-Тобольск Уфа
4329|Уфв|Уфа
4330|Уфимский|Уфимский
4331|Уфимский (Республика Башкортостан)|Уфимский 
4332|Ухта|Ухта
4333|Ухта (Республика Коми)|Ухта 
4334|Ухта, Республика Коми|Ухта 
4335|Учалы|Учалы
4336|Учалы РБ|Учалы Рб
4337|Учкекен|Учкекен
4338|Уяр|Уяр
4339|ФИЛИАЛ г.ПЯТИГОРСК|Филиал Пятигорск
4340|Фатеж|Фатеж
4341|Федоровский|Федоровский
4342|Федоровское|Федоровское
4343|Феодосия|Феодосия
4344|Флоренция|Флоренция
4345|Фокино|Фокино
4346|Фролово|Фролово
4347|Фролово (Волгоградская обл.)|Фролово
4348|Фролово Волгоградская область|Фролово
4349|Фрязино|Фрязино
4350|Фрязино (Московская обл.)|Фрязино
4351|Фрязино Моск.обл.|Фрязино Московская.
4352|Фрязино Московской области|Фрязино Асти
4353|Фрязино г|Фрязино Г
4354|Фрязино, Московская область|Фрязино
4355|Фряново|Фряново
4356|Фурманов|Фурманов
4357|Фурманов (Ростов-на-Дону)|Фурманов Ростов-На-Дону
4358|ХАБАРОВСК|Хабаровск
4359|ХЗ|Хз
4360|ХИМКИ|Химки
4361|ХМАО-Югра|Хмао-Югра
4362|Хабаровск|Хабаровск
4363|Хабаровск (Владивосток)|Хабаровск Владивосток
4364|Хабаровск (Казань)|Хабаровск Казань
4365|Хабаровск (Краснодар)|Хабаровск Краснодар
4366|Хабаровск (Москва)|Хабаровск Москва
4367|Хабаровск (Хабаровск)|Хабаровск Хабаровск
4368|Хабаровск (Хабаровский край)|Хабаровск 
4369|Хабаровск, Москва|Хабаровск Москва
4370|Хабровск|Хабаровск
4371|Хадыженск|Хадыженск
4372|Хайфа, Израиль|Хайфа Израиль
4373|Хакасия п.Колодезный|Хакасия П.Колодезный
4374|Ханой, Вьетнам|Ханой Вьетнам
4375|Ханты-Мансийск|Ханты-Мансийск
4376|Ханты-Мансийске|Ханты-Мансийск
4377|Харьков|Харьков
4378|Харьков (Москва)|Харьков Москва
4379|Хвойная|Хвойная
4380|Хворостянка|Хворостянка
4381|Хедмарк|Хедмарк
4382|Хельсинки, Финляндия (Москва)|Хельсинки Финляндия Москва
4383|Хелюля|Хелюля
4384|Херсон (Москва)|Херсон Москва
4385|Хилок|Хилок
4386|Химки|Химки
4387|Химки (Москва и область)|Химки Москва
4388|Химки (Москва)|Химки Москва 
4389|Химки (Московская обл.)|Химки
4390|Химки (Московская обл.) (Москва и область)|Химки Москва
4391|Химки (Московская обл.) (Москва)|Химки Москва
4392|Химки (Московская область)|Химки
4393|Химки (Химки)|Химки Химки
4394|Химки М.О.|Химки М.О.
4395|Химки Московская обл.|Химки
4396|Химки Московской области|Химки Асти
4397|Химки город|Химки 
4398|Химки и Москва|Химки И Москва
4399|Химки, МО|Химки Мо
4400|Химки, Моск.обл.|Химки Московская.
4401|Химки, Московская обл.|Химки 
4402|Химки, Московская область|Химки
4403|Химки, Московсой обл.|Химки 
4404|Химки, Санкт-Петербург, Кувандык|Химки Санкт-Петербург Кувандык
4405|Химки,Моск.обл|Химки Московская.
4406|Хмельницкий (Москва)|Хмельницкий Москва
4407|Холм-Жирковский|Холм-Жирковский
4408|Холмск|Холмск
4409|Холмск Сахалинская область|Холмск
4410|Холмск Сахалинской области|Холмск Асти
4411|Холмский|Холмский
4412|Хотьково|Хотьково
4413|Хотьково Московская область|Хотьково
4414|Хошиарпур|Хошиарпур
4415|Ххх|Ххх
4416|Ххххххххх|Ххххххххх
4417|Целина|Целина
4418|Центр|Центр
4419|Центральный офис на ул. Зоологическая, д.26, стр.2|Центральный Офис На Стр.2
4420|Цивильск|Цивильск
4421|Цимлянск, Ростовской области|Цимлянск Асти
4422|ЧАГОДА|Чагода
4423|ЧЕБОКСАРЫ|Чебоксары
4424|ЧЕГДОМЫН|Чегдомын
4425|ЧЕЛЯБИНСК|Челябинск
4426|Чайковский|Чайковский
4427|Чалтырь|Чалтырь
4428|Чамзинка|Чамзинка
4429|Чаны|Чаны
4430|Чапаевск|Чапаевск
4431|Чапаевск, Самарской обл.|Чапаевск 
4432|Часцы-1|Часцы-1
4433|Чебаркуль|Чебаркуль
4434|Чебаркуль (Челябинская область)|Чебаркуль
4435|Чебоксарв|Чебоксары
4436|Чебоксары|Чебоксары
4437|Чебоксары (Москва)|Чебоксары Москва 
4438|Чебоксары Чувашской Республики|Чебоксары Чувашской Республики
4439|Чегдомын|Чегдомын
4440|Чегдомын (Хабаровский край)|Чегдомын 
4441|Чекмагуш|Чекмагуш
4442|Челбинск|Челябинск
4443|Челно-Вершины (Самарская обл.) (Карачаево-Черкесская республика)|Челно-Вершины Карачаево-Черкесская 
4444|Челябинк|Челябинск
4445|Челябинск|Челябинск
4446|Челябинск (Москва)|Челябинск Москва
4447|Челябинск (Челябинская область)|Челябинск
4448|Челябинск - Москва|Челябинск - Москва
4449|Челябинск Плеханова 45|Челябинск Плеханова
4450|Челябинск и весь мир|Челябинск И Весь Мир
4451|Челябинск пр-т Ленина 45|Челябинск -Т Ленина 
4452|Челябинск ул.Сони Кривой д. 30|Челябинск Сони Кривой Д. 
4453|Челябинск, Москва|Челябинск Москва
4454|Челябинск, Ур. филиал, ул.Комунны-35|Челябинск Ур. Филиал Коммуны-
4455|Челябинск.|Челябинск.
4456|Челябинск/Пермь|Челябинск Пермь
4457|Челябинска|Челябинска
4458|Челябинская Область|
4459|Челябинская обл. Кунашакский р-н, с. Кунашак| Кунашак
4460|Челябинская обл. Сосновский район п. Рощино|П. Рощино
4461|Челябинская обл. г. Сатка (Челябинск)|Г. Сатка Челябинск
4462|Челябинская обл.,г.Златоуст (Челябинск)| Златоуст Челябинск 
4463|Челябинская область|
4464|Челябинская область (Ставропольский край)| 
4465|Челябинская область с. Миасское| Миасское
4466|Челябинская область, город Верхний Уфалей| Верхний Уфалей
4467|Челябирнск|Челябинск
4468|Челябиснк|Челябинск
4469|Челяинск|Челябинск
4470|Чемал|Чемал
4471|Чепигинская|Чепигинская
4472|Черемхово|Черемхово
4473|Черемхово Иркутской области|Черемхово Асти
4474|Череповец|Череповец
4475|Череповец (Вологда)|Череповец Вологда
4476|Череповец (Вологодская обл.)|Череповец
4477|Череповец (Вологодская область)|Череповец 
4478|Череповец Вологодская обл.|Череповец
4479|Череповец Вологодская область|Череповец
4480|Черкассы|Черкассы
4481|Черкесск|Черкесск
4482|Черкесск (Краснодар)|Черкесск Краснодар
4483|Черкесску|Черкесску
4484|Черкизово|Черкизово
4485|Чернигов (Москва)|Чернигов Москва
4486|Черниговка|Черниговка
4487|Черновцы|Черновцы
4488|Черновцы (Москва)|Черновцы Москва
4489|Черноголовка|Черноголовка
4490|Черноголовка МО|Черноголовка Мо
4491|Черногорск|Черногорск
4492|Черногорск (Абакан)|Черногорск Абакан
4493|Черногорск (Москва и область)|Черногорск Москва
4494|Черногорск (Москва)|Черногорск Москва
4495|Черногорск республика Хакасия|Черногорск 
4496|Чернушка|Чернушка
4497|Чернушка, Пермский край|Чернушка 
4498|Чернь|Чернь
4499|Черняховск|Черняховск
4500|Черняховск Калининградской области|Черняховск Асти
4501|Черповец|Череповец
4502|Чехов|Чехов
4503|Чехов (Москва и область)|Чехов Москва 
4504|Чехов (Московская обл.)|Чехов 
4505|Чехов (Московская область)|Чехов 
4506|Чехов М.О|Чехов М.О
4507|Чехов Московской области|Чехов Асти
4508|Чехов,Московской области.|Чехов Асти.
4509|Чехов-4|4-Чехов
4510|Чехов-7 Московской области|Чехов-7 Части
4511|Чеховский р-н|
4512|Чеховский р-он|
4513|Чеховский район, п. Любучаны|П. Любучаны
4514|Чианг Май, Таиланд (Москва)|Чианг Май Таиланд Москва
4515|Чикаго (ранее Москва)|Чикаго Ранее Москва
4516|Чистоозерное|Чистоозерное
4517|Чистополь|Чистополь
4518|Чита|Чита
4519|Чита (Забайкальский край)|Чита 
4520|Чита (Санкт-Петербург)|Чита Санкт-Петербург
4521|Чишмы|Чишмы
4522|Чкаловск|Чкаловск
4523|Чувашия, п. Кугеси|Чувашия П. Кугеси
4524|Чугуевка|Чугуевка
4525|Чугунаш|Чугунаш
4526|Чудово|Чудово
4527|Чудово Новгородской|Чудово Новгородской
4528|Чулково|Чулково
4529|Чулым|Чулым
4530|Чунский|Чунский
4531|Чурапча|Чурапча
4532|Чусовой|Чусовой
4533|Чусовой (Пермский край)|Чусовой 
4534|ШЕБЕКИНО|Шебекино
4535|Шадринск|Шадринск
4536|Шадринск (Курган)|Шадринск Курган
4537|Шадринск и Курган|Шадринск И Курган
4538|Шали|Шали
4539|Шарыпово|Шарыпово
4540|Шарья|Шарья
4541|Шарья Костромской области|Шарья Асти
4542|Шатура|Шатура
4543|Шафраново|Шафраново
4544|Шаховская|Шаховская
4545|Шаховская (Московская область)|Шаховская
4546|Шахтерск|Шахтерск
4547|Шахтерск, Сахалинская область|Шахтерск
4548|Шахты|Шахты
4549|Шахты (Ростовская область)|Шахты
4550|Шахты Ростовская обл.|Шахты
4551|Шахты Ростовская область|Шахты
4552|Шахты Ростовской области|Шахты Асти
4553|Шебекино|Шебекино
4554|Шелаболиха|Шелаболиха
4555|Шелехов|Шелехов
4556|Шелехов (Иркутская обл.)|Шелехов
4557|Шелехов, Иркутская область|Шелехов
4558|Шелехов, Иркутской обл.|Шелехов
4559|Шемышейка|Шемышейка
4560|Шилка|Шилка
4561|Шилка (Забайкальский край)|Шилка 
4562|Шилка (Чита)|Шилка Чита
4563|Шимановск|Шимановск
4564|Шимск|Шимск
4565|Шимск (Новгородская область)|Шимск
4566|Шипуново|Шипуново
4567|Шиханы|Шиханы
4568|Шиханы, Саратовская область|Шиханы
4569|Шиханы, Саратовской области|Шиханы Асти
4570|Шкотово|Шкотово
4571|Шлиссельбург|Шлиссельбург
4572|Шлиссельбург, Ленинградская обл.|Шлиссельбург
4573|Шугозеро (Санкт-Петербург)|Шугозеро Санкт-Петербург
4574|Шумерля|Шумерля
4575|Шумиха|Шумиха
4576|Шушенское|Шушенское
4577|Шуя|Шуя
4578|Шуя, Ивановской обл.|Шуя
4579|ЩЕЛКОВО|Щелково
4580|Щадринск|Шадринск
4581|Щекино|Щекино
4582|Щекино (Тула)|Щекино Тула
4583|Щекино, Тульская область|Щекино
4584|Щелково|Щелково
4585|Щелково (Москва)|Щелково Москва
4586|Щелково (Московская обл.)|Щелково
4587|Щелково М.О.|Щелково М.О.
4588|Щелково МО|Щелково Мо
4589|Щелково МО (Москва)|Щелково Мо Москва
4590|Щелково Моск.обл.|Щелково Московская.
4591|Щелково Московскй области|Щелково Асти
4592|Щелково Московской обл.|Щелково
4593|Щелково, МО|Щелково Мо
4594|Щелково-3|3-Щелково
4595|Щелковский р-он|
4596|Щелковский район|
4597|Щербинка|Щербинка
4598|Щербиновский|Щербиновский
4599|Щёкино, Тульская область|Щёкино
4600|Щёлково|Щёлково
4601|Щёлково Московской области|Щёлково Асти
4602|ЭЛЕКТРОСТАЛЬ|Электросталь
4603|ЭЛИСТА|Элиста
4604|Эгвекинот|Эгвекинот
4605|Эйндховен|Эйндховен
4606|Эл-сталь|Эл-Сталь
4607|Электрогорск|Электрогорск
4608|Электрогорск (Москва)|Электрогорск Москва
4609|Электрогорск (Московская обл.)|Электрогорск
4610|Электросталь|Электросталь
4611|Электросталь (Москва и область)|Электросталь Москва
4612|Электросталь (Московская обл.)|Электросталь
4613|Электросталь Московской области|Электросталь Асти
4614|Электросталь, Московская обл.|Электросталь 
4615|Электроугли|Электроугли
4616|Элиста|Элиста
4617|ЭльНидо Филиппины Ростов на Дону|Эль Нидо Филиппины Ростов На Дону
4618|Эльбан, Хабаровского края|Эльбан Хабаровского Края
4619|Эльхотово|Эльхотово
4620|Энгель|Энгель
4621|Энгельс|Энгельс
4622|Энгельс (Екатеринбург)|Энгельс Екатеринбург 
4623|Энгельс (Калужская область)|Энгельс
4624|Энгельс (Саратов)|Энгельс Саратов 
4625|Энгельс (Саратовская обл.)|Энгельс 
4626|Энгельс (Саратовская область)|Энгельс 
4627|Энгельс Саратовская обл.|Энгельс 
4628|Энгельс Саратовская область|Энгельс
4629|Энгельс саратовская область|Энгельс
4630|Энем|Энем
4631|Энергетик|Энергетик
4632|Эртиль|Эртиль
4633|Эссойла|Эссойла
4634|Эстония + Латвия (Москва)|Эстония Латвия Москва 
4635|Юбилейный|Юбилейный
4636|Юбилейный МО|Юбилейный Мо
4637|Юбилейный Московской обл|Юбилейный
4638|Юбилейный Московской области|Юбилейный Асти
4639|Юбилейный, МО|Юбилейный Мо
4640|Юбилейный, Моск. обл. (Москва)|Юбилейный Моск. Москва 
4641|Юбилйный|Юбилейный
4642|Югорск|Югорск
4643|Югорск, ХМАО-Югра, Тюменской области|Югорск Хмао-Югра Асти
4644|Южно - Сахалинск|Южно - Сахалинск
4645|Южно-Сахалинск|Южно-Сахалинск
4646|Южно-Сахалинск (Сахалинская область)|Южно-Сахалинск 
4647|Южно-сухокумск|Южно-Сухокумск
4648|Южноуральск|Южноуральск
4649|Южноуральск (Челябинская обл.)|Южноуральск 
4650|Юкаменское|Юкаменское
4651|Юосква|Москва
4652|Юрга|Юрга
4653|Юрга (Кемерово)|Юрга Кемерово 
4654|Юрга (Кемеровская обл.)|Юрга 
4655|Юрга Кемеровкой обл.|Юрга 
4656|Юрьев-Польский|Юрьев-Польский
4657|Юрьевец|Юрьевец
4658|Юрюзань|Юрюзань
4659|Юсьва|Юсьва
4660|Юца|Юца
4661|ЯНАО, Ноябрьск|Янао Ноябрьск
4662|ЯРОСЛАВЛЬ|Ярославль
4663|Яблоновский|Яблоновский
4664|Яблоновский (Республика Адыгея) (Краснодар)|Яблоновский Краснодар
4665|Яжелбицы|Яжелбицы
4666|Якиманское|Якиманское
4667|Якутия|Якутия
4668|Якутск|Якутск
4669|Якутск (Якутск)|Якутск Якутск
4670|ЯкутскИванович|Якутск Иванович
4671|Ялта|Ялта
4672|Ялуторовск|Ялуторовск
4673|Ямбург|Ямбург
4674|Янаул|Янаул
4675|Янино-1|Янино-1
4676|Яр-Сале|Яр-Сале
4677|Яранск|Яранск
4678|Яранск Кировской области|Яранск Асти
4679|Яранск, Кировская область|Яранск 
4680|Яровое (Алтайский край)|Яровое 
4681|Яросавль|Ярославль
4682|Ярославль|Ярославль
4683|Ярославль (Иркутск)|Ярославль Иркутск
4684|Ярославль (Москва)|Ярославль Москва
4685|Ярославль (Санкт-Петербург)|Ярославль Санкт-Петербург 
4686|Ярославль (Череповец)|Ярославль Череповец
4687|Ярославль,Рыбинск|Ярославль Рыбинск
4688|Ярославль-Шарья|Ярославль-Шарья
4689|Ярославская|Ярославская
4690|Ярославская область|
4691|Ярославская область г.Ростов| Ростов
4692|Ярославский|Ярославский
4693|Ярославь|Ярославль
4694|Ярцево|Ярцево
4695|Ярцево, Смоленская область|Ярцево 
4696|Ясная Поляна|Ясная Поляна
4697|Ясногорск|Ясногорск
4698|Ясногорск, Тульская обл.|Ясногорск
4699|Ясный (Оренбургская обл.)|Ясный
4700|Яхрома|Яхрома
4701|Яшалта|Яшалта
4702|Яшкино|Яшкино
4703|абакан|Абакан
4704|абережные Челны|Набережные Челны
4705|абинск|Абинск
4706|агроном|Агроном
4707|агрыз|Агрыз
4708|адлер|Адлер
4709|азань|Казань
4710|азов|Азов
4711|алапаевск|Алапаевск
4712|алач Воронежская область|Алач
4713|алач-на-Дону|Калач-На-Дону
4714|алашиха|Балашиха
4715|алдан|Алдан
4716|александров|Александров
4717|алининград (Калининград)|Калининград Ккалининград
4718|алуга|Калуга
4719|альметьевск|Альметьевск
4720|альметьевск рт|Альметьевск Рт
4721|амара|Амара
4722|аменск-Уральский|Каменск-Уральский
4723|аменск-Шахтинский|Каменск-Шахтинский
4724|анапа|Анапа
4725|ангарск|Ангарск
4726|ангепас|Лангепас
4727|анжеро-судженск|Анжеро-Судженск
4728|анкт-Петербург|Санкт-Петербург
4729|анкт-Петербург г.Пушкин|Санкт-Петербург Пушкин
4730|анкт-петербург|Санкт-Петербург
4731|аречный|Заречный
4732|армавир|Армавир
4733|арнаул|Барнаул
4734|архангельск|Архангельск
4735|архангельск, тц гранд плаза|Архангельск Тц Гранд Плаза
4736|асимов Рязанской области|Асимов Асти
4737|асово Рязанской области|Асово Асти
4738|астана (Янаул)|Астана Янаул
4739|астрахань|Астрахань
4740|атчина Ленинградской области|Гатчина Асти
4741|ахты Ростов-на-Дону обл.|Шахты Ростов-На-
4742|ахты Ростовской области|Ах Ты Асти
4743|аэропорт Домодедово|Аэропорт Домодедово
4744|аяногорск|Саяногорск
4745|бавлы|Бавлы
4746|балабаново|Балабаново
4747|балаково|Балаково
4748|балашиха|Балашиха
4749|барнаул|Барнаул
4750|барнаул (Алтайский край)| 
4751|барнаул (Новосибирск)| Новосибирск
4752|батайск|Батайск
4753|башкирия|Башкирия
4754|башкортостан. сибай|Башкортостан. Сибай
4755|белгород|Белгород
4756|белово|Белово
4757|белово кемеровская обл|Белово
4758|белогорск|Белогорск
4759|бердск|Бердск
4760|березники|Березники
4761|бийск|Бийск
4762|благовещенск|Благовещенск
4763|богородицк тульская область|Богородицк
4764|бологое|Бологое
4765|борисоглебск|Борисоглебск
4766|братск|Братск
4767|брянск|Брянск
4768|бугульма|Бугульма
4769|бузулук|Бузулук
4770|буинск|Буинск
4771|бургас (Москва)|Бургас Москва
4772|в Москве|В Москве
4773|вачовенднбсв|Вачовенднбсв
4774|везде|Везде
4775|великие луки|Великие Луки
4776|великий новгород|Великий Новгород
4777|верь|Верь
4778|видное|Видное
4779|владивосток|Владивосток
4780|владикавказ|Владикавказ
4781|владимир|Владимир
4782|внесение наличных на счет|Внесение Наличных На Счет
4783|волгоград|Волгоград
4784|волгоградская обл|
4785|волгодонск|Волгодонск
4786|волжск рмэ|Волжск Рмэ
4787|волжский|Волжский
4788|волжский волгоградской обл.|Волжский
4789|волжский волгоградской области|Волжский Асти
4790|волжский р-н п. Приволжский РМЭ|П. Приволжский Рмэ
4791|вологда|Вологда
4792|волоколамск|Волоколамск
4793|волхов|Волхов
4794|воронеж|Воронеж
4795|воронеж (Москва)|Воронеж Москва
4796|воронежская обл.|
4797|воскресенк|Воскресенка
4798|воскресенск|Воскресенск
4799|всеволожск|Всеволожск
4800|вся РФ|Вся Рф
4801|выборг|Выборг
4802|выборг (Санкт-Петербург и область)|Выборг Санкт-Петербург
4803|выкса|Выкса
4804|вышний-волочек|Вышний-Волочек
4805|г .СОЛИКАМСК ПЕРМСКИЙ КРАЙ|Г .Соликамск 
4806|г .Уфа|Г .Уфа
4807|г .Чебоксары|Г .Чебоксары
4808|г Железногорск|Г Железногорск
4809|г Коркино Челябинской обл|Г Коркино 
4810|г Москва|Г Москва
4811|г Новосибирск|Г Новосибирск
4812|г Одинцово|Г Одинцово
4813|г Ростов на Дону|Г Ростов На Дону
4814|г Ростов-на-Дону|Г Ростов-На-Дону
4815|г Стерлитамак|Г Стерлитамак
4816|г Уварово тамбовская область спи км|Г Уварово Спи Км
4817|г Уфа|Г Уфа
4818|г Хотьково|Г Хотьково
4819|г Ясный|Г Ясный
4820|г мензелинск|Г Мензелинск
4821|г уфа респупублика башкортостан|Г Уфа 
4822|г,Троицк Московской области|Г Троицк Асти
4823|г/о Химки, Московская обл.|Г О Химки
4824|геленджик|Геленджик
4825|георгиевск|Георгиевск
4826|герой Москва|Герой Москва
4827|глазов|Глазов
4828|горно-алтайск|Горно-Алтайск
4829|город Алматы| Алматы
4830|город Волжский, Волгоградская область| Волжский
4831|город Геленджик| Геленджик
4832|город Герой - Смоленск (Смоленск)| Герой - Смоленск Смоленск
4833|город Екатеринбург| Екатеринбург
4834|город Ефремов| Ефремов
4835|город Иваново| Иваново
4836|город Иваново.| Иваново.
4837|город Искитим,Новосибирская область| Искитим
4838|город Казань| Казань
4839|город Кстово (Кстово)| Кстово Кстово 
4840|город Москва| Москва
4841|город Нижний Новгород| Нижний Новгород
4842|город Пермь| Пермь
4843|город Подольск| Подольск
4844|город Пятигорск| Пятигорск
4845|город Северск| Северск
4846|город Тула| Тула
4847|город Тюмень| Тюмень
4848|город Ульяновск| Ульяновск
4849|город Череповец, Вологодская область| Череповец 
4850|город герой Москва| Герой Москва
4851|город иваново| Иваново
4852|город кемеровов| Кемерово
4853|город-герой Ленинград| -Герой Ленинград
4854|город-герой Москва| -Герой Москва
4855|грайвороновская|Грайвороновская
4856|гулькевичский район|
4857|д Карловка (новгородская обл)|Д Карловка 
4858|д. Деревеньки|Д. Деревеньки
4859|д. Подгорная, Новосибирская область|Д. Подгорная 
4860|д. Хамилово|Д. Халилово
4861|д.Зубарево|Д.Зубарево
4862|д.Медвежьи Озёра|Д.Медвежьи Озёра
4863|д.Плешктно Чеховского|Д.Плешкино Чеховского
4864|д/х Жуковка|Д Х Жуковка
4865|давлеканово|Давлеканово
4866|дедовск|Дедовск
4867|дер. Расулево, Учалинского района|Дер. Расулево А
4868|дзержинск|Дзержинск
4869|дзержинск нижегородская область|Дзержинск 
4870|димитровград|Димитровград
4871|дмитров|Дмитров
4872|дмитровск|Дмитровск
4873|доп.отделения на Кутузовском (Москва)|Доп.Отделения На Кутузовском Москва 
4874|дорогобуж|Дорогобуж
4875|дубна, Московская область|Дубна 
4876|ебоксары|Чебоксары
4877|еверск,Томская обл.|Северск 
4878|егорьевск|Егорьевск
4879|ейск|Ейск
4880|екатеринбург|Екатеринбург
4881|екатеринбург (Краснодар)|Екатеринбург Краснодар
4882|екатеринбург (Россия)|Екатеринбург Россия
4883|екатеринург|Екатеринбург
4884|екб|Екб
4885|елабуга|Елабуга
4886|елгород|Белгород
4887|елезногорск Красноярский край|Железногорск 
4888|елезнодорожный|Железнодорожный
4889|елезнодорожный (Москва и область)|Железнодорожный Москва 
4890|еленоград|Зеленоград
4891|елково|Щелково
4892|елково МО|Щелково Мо
4893|елоярский|Белоярский
4894|ельск|Ельск
4895|елябинск|Челябинск
4896|ервоуральск|Первоуральск
4897|ердск|Бердск
4898|ермь. Ул.Петропавловская 85.|Пермь. Ул.Петропавловская.
4899|ерпухов|Серпухов
4900|ессентуки|Ессентуки
4901|етропавловск-Камчатский|Петропавловск-Камчатский
4902|железногорск|Железногорск
4903|железногорск красноярского края|Железногорск Красноярского Края
4904|железногрск|Железногорск
4905|железнодорожный|Железнодорожный
4906|жно-Сахалинск|Южно-Сахалинск
